SUTANDINGU	STANDING
SUTOORIITERAA	STORY TELLER
KURUUNEKKU	CREW NECK
KURAISHISUMANEEJIMENTO	CRISIS MANAGEMENT
HAITIIN	HIGH TEENS
BIJINESUSAABEI	BUSINESS SURVEY
TAABOPUROPPUENJIN	TURBOPROP ENGINE
FASSHONSHOO	FASHION SHOW
TENAASAKKUSU	TENOR SAX
OOPUNSESAMI	OPEN SESAME
PUROGURAMUPIKUCHAA	PROGRAM PICTURE
BANITIIKEESU	VANITY CASE
EKOOKYANSERU	ECHO CANCELLATION
MUUDOMYUUJIKKU	MOOD MUSIC
TANGUSUTENKAABAIDO	TUNGSTEN CARBIDE
BURAIDARUBEERU	BRIDAL VEIL
SAMUHOIIRU	THUMB WHEEL
FIIRUDOGOORU	FIELD GOAL
MEINBOODO	MAIN BOARD
YOTTOPAAKA	YACHT PARKA
PINCHIBATTAA	PINCH BATTER
MAAKETTOSEGUMENTEESHON	MARKET SEGMENTATION
PIIPURUPAWAA	PEOPLE POWER
HYUUMAN'INTARESUTO	HUMAN INTEREST
BOODOREBERU	BOARD LEVEL
SAIBAASEKYURITII	CYBER SECURITY
SUKURIINBAFFA	SCREEN BUFFER
KEESUSUTADII	CASE STUDY
SUNOOBOOTO	SNOW BOAT
MEKISHIKOSARAMANDAA	MEXICAN SALAMANDER
YUNITARIITAKKUSU	UNITARY TAX
TORAHIKKUPARAMEETA	TRAFFIC PARAMETER
TESUTOKEESU	TEST CASE
APPURUMENYUU	APPLE MENU
KURIINAAPURODAKUSHON	CLEANER PRODUCTION
SHOOTOTORAKKU	SHORT TRACK
FOOKUGITAA	FOLK GUITAR
HOOMUKONPYUUTINGU	HOME COMPUTING
FURIIBUKKINGU	FREE BOOKING
GUREIBIISOOSU	GRAVY SAUCE
KUURAABOKKUSU	COOLER BOX
MOOGEEJIBUROOKAA	MORTGAGE BROKER
NUUVOROMAN	NOUVEAU ROMAN
SUINGUPUREE	SWING PLAY
RAAJIRAKETTO	LARGE RACKET
PURAIBEETOOFAARINGU	PRIVATE OFFERING
BORANTARIICHEEN	VOLUNTARY CHAIN
SEERUSUPOINTO	SALES POINT
RIIKIIBAKETTO	LEAKY BUCKET
TEREFONKAADO	TELEPHONE CARD
INTAAFEISUBOODO	INTERFACE BOARD
ERAAKOODO	ERROR CODE
DEFAKUTOSUTANDAADO	DE FACTO STANDARD
GAARIKKUSORUTO	GARLIC SALT
POPPUKANTORII	POP COUNTRY
DOMEIN'NEEMU	DOMAIN NAME
PUREINKYUBEESHON	PRE INCUBATION
RABOPURINTOSAABISU	PHOTO PRINT SERVICE
MISUTERIISAAKURU	MYSTERY CIRCLE
DIIPUFEIKU	DEEP FAKE
DAINAMIKKUSUPIIKAA	DYNAMIC SPEAKER
DOCCHIBOORU	DODGE BALL
RIMOOTOKONTOROORU	REMOTE CONTROL
SUMOOKUCHIIZU	SMOKE CHEESE
FURUJASUTOROO	FULL JUST LOW
NETTOOOKUSHON	NET AUCTION
TACCHIRAGUBII	TOUCH RUGBY
KONSAATOHOORU	CONCERT HALL
ROORUPUREINGU	ROLE PLAYING
FURAWAATII	FLOWER TEA
KONBINEESHONPUREE	COMBINATION PLAY
AKUTIBUPAARU	ACTIVE PERL
KAATORIJJITEEPUDORAIBUMOJUURU	CARTRIDGE TAPE DRIVE MODULE
KONPYUUTANETTOWAAKU	COMPUTER NETWORK
GUREETODEEN	GREAT DANE
SUTORIITODANSU	STREET DANCING
MESSEEJIBOODO	MESSAGE BOARD
BOOTOREESU	BOAT RACE
PIISUSAIN	PEACE SIGN
NYUUMEDIAKOMYUNITII	NEW MEDIA COMMUNITY
INPAKUTOFAKUTAA	IMPACT FACTOR
WAAKINGUMAZAA	WORKING MOTHER
SERUFUMEDIKEESHON	SELF MEDICATION
RIZOOTOWEA	RESORT WEAR
IMEEJIGAARU	IMAGE GIRL
RIIDINGUKEESU	LEADING CASE
FURAITOSHIMYUREETA	FLIGHT SIMULATOR
INTERIADEKOREESHON	INTERIOR DECORATION
KOORUDOUOO	COLD WAR
HYUUMAN'ASESUMENTO	HUMAN ASSESSMENT
SUTAATORAKKA	STAR TRACKER
FUUDOBANKU	FOOD BANK
SHORUDAABEEKON	SHOULDER BACON
PAASHARUFURIIJINGU	PARTIAL FREEZING
HYUUMAN'EKOROJII	HUMAN ECOLOGY
TEREKOMUNETTOWAAKU	TELECOM NETWORK
KAAEREKUTORONIKUSU	CAR ELECTRONICS
GOORUDENTORAIANGURU	GOLDEN TRIANGLE
CHIKINSUUPU	CHICKEN SOUP
FUTTOBUREEKI	FOOT BRAKE
AKUSHONRISAACHI	ACTION RESEARCH
EBAPOREETEDDOMIRUKU	EVAPORATED MILK
JINJAAEERU	GINGER ALE
TOOKURAIBU	TALK LIVE
DEETOSUPOTTO	DATE SPOT
KUSSHONBOORU	CUSHION BALL
ROOKOSUTO	LOW COST
KYADIIBAGGU	CADDY BAG
INTAANETTORITERASHII	INTERNET LITERACY
MAAKETTOGAADEN	MARKET GARDEN
KYATTOFUUDO	CAT FOOD
SEEFUTIIKOON	SAFETY CONE
RUUTOBOKKUSU	LOOT BOX
OFISURANDOSUKEEPU	OFFICE LANDSCAPE
OOPUNWAARUDO	OPEN WORLD
MEENDEKKI	MAIN DECK
NETTOWAAKUPAKETTO	NETWORK PACKET
RISUKUMANEE	RISK MONEY
NANSENSUKOMEDII	NONSENSE COMEDY
KARENTORUUPU	CURRENT LOOP
KONPYUUTARITERASHII	COMPUTER LITERACY
NYUUWEEBU	NEW WAVE
FOONAIN	FOUR NINE
KOORUDOBAREE	CORPS DE BALLET
SHATOOWAIN	CHATEAU WINE
OOTOSHOO	AUTO SHOW
MEEJAARIIGU	MAJOR LEAGUE
PINREBAAWOCCHI	PIN LEVER WATCH
KAAMANIA	CAR MANIA
BESUTOMENBAA	BEST MEMBER
GURUUPUSAUNZU	GROUP SOUNDS
SHIIZAASARADA	CAESAR SALAD
HAWAIANGUREGORII	HAWAIIAN GREGORY
PAWAASAPURAI	POWER SUPPLY
SHIRIARURAIN'INTAANETTOPUROTOKORU	SERIAL LINE INTERNET PROTOCOL
OFISUREDII	OFFICE LADY
UINDOODORESSHINGU	WINDOW DRESSING
DEKOREESHONKEEKI	DECORATION CAKE
SAABOBUREEKI	SERVO BRAKE
AATOTAITORU	ART TITLE
EROTIKKUGEEMU	EROTIC GAME
UETTOSHEEBINGU	WET SHAVING
IMEEJISENSAA	IMAGE SENSOR
INFOOMARUOOGANIZEESHON	INFORMAL ORGANIZATION
KOOTEDDORENZU	COATED LENS
PIKKUAPPUSAABISU	PICKUP SERVICE
RINGUNOOTO	RING NOTE
DABURUCHIIZUBAAGAA	DOUBLE CHEESEBURGER
BEEKINGUPAUDAA	BAKING POWDER
BETAAHAAFU	BETTER HALF
INDIANSAMAA	INDIAN SUMMER
RABUOBUZAGURIIN	RUB OF THE GREEN
TENDAAOFAA	TENDER OFFER
SHUGAABOURU	SUGAR BOWL
SHEARINGUEKONOMII	SHARING ECONOMY
KEEBURUKONEKUTA	CABLE CONNECTOR
TAIDOPUURU	TIDE POOL
RIIHINMUI	LI HING MUI
AFUROKYUUBANRIZUMU	AFRO CUBAN RHYTHM
PARUMUDOORU	PALME D'OR
NETTOPUREE	NET PLAY
TEERAAMEEDO	TAILOR MADE
RESUTOABEESU	RESTORE BASE
NYUUPURINTO	NEW PRINT
BAADOSANKUCHUARII	BIRD SANCTUARY
DABURUDEETO	DOUBLE DATE
KAASUTEREO	CAR STEREO
NYUUSUPOOTSU	NEW SPORTS
AARIIAMERIKAN	EARLY AMERICAN
PABURIKKUSUKUURU	PUBLIC SCHOOL
PANAMASHITII	PANAMA CITY
ARUMEERU	AL MAIL
UEJJISOORU	WEDGE SOLE
GOORUDORASSHU	GOLD RUSH
BAIYAAZUKUREJITTO	BUYER'S CREDIT
KURIARAKKAA	CLEAR LACQUER
GOSHIPPUMEEKAA	GOSSIP MAKER
GURASUFAIBAAPOORU	GLASS FIBER POLE
CHERIIPINKU	CHERRY PINK
ROODOBAIKU	ROAD BIKE
NETTOWAAKUSAABAMOODO	NETWORK SERVER MODE
MARINSUPOOTSU	MARINE SPORTS
TAKKUKEESU	TUCK CASE
UINDOUMENYUU	WINDOW MENU
SUPINTAAN	SPIN TURN
KORUKUBOODO	CORK BOARD
TORAHIKKUFUROO	TRAFFIC FLOW
YUUZAREBERU	USER LEVEL
KAPPURINGUSHUGAA	COUPLING SUGAR
MAKADAMUROORAA	MACADAM ROLLER
FANSHIIBOORU	FANCY BALL
AMYUUZUMENTOPAAKU	AMUSEMENT PARK
KURABUFEESU	CLUB FACE
OODAAMISU	ORDER MIS
OOPUNSANDOICCHI	OPEN SANDWICH
IEROOYANKII	YELLOW YANKEE
SUTAAGAIDO	STAR GUIDE
OORUDOFASSHONDOGURASU	OLD FASHIONED GLASS
ROORUPUREEINGU	ROLE PLAYING
IISUTANGURIPPU	EASTERN GRIP
KAKAOBATAA	COCOA BUTTER
DABURUKUXOOTO	DOUBLE QUOTE
NEBAAMAINDO	NEVER MIND
SUPOTTEDDOGAA	SPOTTED GAR
BODIISUKARUPUCHAA	BODY SCULPTURE
MASUTAAMONITAA	MASTER MONITOR
SAABUPOINTO	SERVE POINT
SUPIIDORAANINGU	SPEED LEARNING
BIFOOAFUTAA	BEFORE AFTER
BABURUMEMORII	BUBBLE MEMORY
PAAPUREE	PAR PLAY
SAIKURINGUKOOSU	CYCLING COURSE
ROOTIIN	LOW TEEN
BENCHIMAAKUTESUTO	BENCHMARK TEST
SUTAATOAPPUDISUKU	STARTUP DISK
MANIFESUTODESUTINII	MANIFEST DESTINY
OOTOPUSHIIIMEEJINGU	AUTOPSY IMAGING
BATAANAIFU	BUTTER KNIFE
NOOKYARIA	NO CARRIER
SAABISUPURIMITIBU	SERVICE PRIMITIVE
SUNOONOIZU	SNORE NOISE
BURAUZAKURASSHAA	BROWSER CRUSHER
INTAANETTOMEDIA	INTERNET MEDIA
BIITSURII	B TREE
ZEROMEETORU	ZERO METER
GUROOBUBOKKUSU	GLOVE BOX
REKOODOKONSAATO	RECORD CONCERT
NYUUJAAJII	NEW JERSEY
SUTOADOPUROSHIIJA	STORED PROCEDURE
SHIISAIDOSUKUURU	SEASIDE SCHOOL
SUUPUSUPUUN	SOUP SPOON
KONSEPUCHUARUAATO	CONCEPTUAL ART
RESSAAPANDA	LESSER PANDA
EAKONDISHONAA	AIR CONDITIONER
SUNAKKUBAA	SNACK BAR
SHIITOFIRUMU	SHEET FILM
SEEFUMOODO	SAFE MODE
SHIZAAZUPASU	SCISSORS PASS
OORUDOFASSHON	OLD FASHION
GUREEENJERUFISSHU	GRAY ANGELFISH
SAABISUBUREEKU	SERVICE BREAK
EKUSUPUROOJONSHOTTO	EXPLOSION SHOT
RABORATORIIOOTOMEESHON	LABORATORY AUTOMATION
REDDOTEEPU	RED TAPE
KOODOSENSHITIBU	CODE SENSITIVE
GURAFIKARUINTAAFEISU	GRAPHICAL INTERFACE
SUMOORUHIRU	SMALL HILL
HOOMURANDAABII	HOME RUN DERBY
GAADENHAUSU	GARDEN HOUSE
AARUGUREI	EARL GREY
TOOCHIRIREE	TORCH RELAY
DAMUTAAMINARU	DUMB TERMINAL
PARIKOMYUUN	PARIS COMMUNE
IEROOZOON	YELLOW ZONE
PIKUCHAAINPIKUCHAA	PICTURE IN PICTURE
SUTORIIMINGUMYUUJIKKU	STREAMING MUSIC
SEKYURITIHOORU	SECURITY HOLE
BASUKETTOBOORUSHUUZU	BASKETBALL SHOES
DAININGUTEEBURU	DINING TABLE
YUUZAANEEMUU	USER NAME
NYUUBOISU	NEW VOICE
MOOTAAPUURU	MOTOR POOL
OODOKORON	EAU DE COLOGNE
MESSEEJISONGU	MESSAGE SONG
PUREEYAAPIANO	PLAYER PIANO
BARYUUANARISHISU	VALUE ANALYSIS
CHIRIPAUDAA	CHILI POWDER
KOMAASHARUAATO	COMMERCIAL ART
OIRUMASSAAJI	OIL MASSAGE
HOOMUDORESU	HOME DRESS
HOORUFUUZU	WHOLE FOODS
BOORUBEARINGU	BALL BEARING
SOFUTOWEAKIIBOODO	SOFTWARE KEYBOARD
OOPUNKARAA	OPEN COLLAR
KYABINETTOARAAMU	CABINET ALARM
BAKKUGURAUNDOMYUUJIKKU	BACKGROUND MUSIC
BUREEKIRAITO	BRAKE LIGHT
OOPUNWOOTAASUIMINGU	OPEN WATER SWIMMING
CHIKINREESU	CHICKEN RACE
REDDOKAADO	RED CARD
GOOKAATO	GO CART
BOISUCHENJAA	VOICE CHANGER
BEESHIKKUINKAMU	BASIC INCOME
KUURINGUDAUN	COOLING DOWN
MYUUJIKARUGURASU	MUSICAL GLASS
PURINSESUKOOTO	PRINCESS COAT
NAROOSHIREETTO	NARROW SILHOUETTE
TOXURUUTAIPUFONTO	TRUE TYPE FONT
SOOSURUUTO	SOURCE ROUTE
OPUTIKARUAATO	OPTICAL ART
NACHURARUWEEBU	NATURAL WAVE
RABUGEEMU	LOVE GAME
KURIIMUPAUDAA	CREAM POWDER
REMON'IEROO	LEMON YELLOW
ROOSUTOCHIKIN	ROAST CHICKEN
GOORUDENRETORIBAA	GOLDEN RETRIEVER
GURIINTAFU	GREEN TUFF
RIMOOTOPUROSHIIJAKOORU	REMOTE PROCEDURE CALL
TORAKKINGUSUTEESHON	TRACKING STATION
SUKUUBADAIBINGU	SCUBA DIVING
OFUKOOSU	OF COURSE
FOOGETTOMIINOTTO	FORGET ME NOT
GURANDOSEERU	GRAND SALE
KASUTAADOPUDINGU	CUSTARD PUDDING
KUROOZUDOYUNION	CLOSED UNION
NOOMEIKU	NO MAKE
SHIGAABOKKUSU	CIGAR BOX
PASSHIBUSONAA	PASSIVE SONAR
PAASONARUFAURU	PERSONAL FOUL
KOOHIISHIROPPU	COFFEE SYRUP
ANDAASUKAATO	UNDER SKIRT
BEESUREJISUTA	BASE REGISTER
MAZAAINROO	MOTHER IN LAW
PONJIISUKIIMU	PONZI SCHEME
OOTOREIZU	AUTO RAISE
HAIREBERURENGEEJI	HIGH LEVEL LANGUAGE
DEPUSUINTABYUU	DEPTH INTERVIEW
SHITTINGURUUMU	SITTING ROOM
TORANJISUTAAGURAMAA	TRANSISTOR GLAMOUR
WAIRUDOUOOTAA	WILD WATER
YUUZAATORAHIKKU	USER TRAFFIC
ROOKARUKONTENTO	LOCAL CONTENT
SHISUTEMUADOMINISUTOREETA	SYSTEM ADMINISTRATOR
YUUMOASENSU	HUMOR SENSE
PUREZENTEESHONMANEEJA	PRESENTATION MANAGER
DORAISHANPUU	DRY SHAMPOO
BIGGUSUKURIIN	BIG SCREEN
TEERAADOKARAA	TAILORED COLLAR
INTAANETTOADORESU	INTERNET ADDRESS
BIJINESUMANAA	BUSINESS MANNER
WANBOKKUSUKAA	ONE BOX CAR
SUPAISUKAREE	SPICE CURRY
PAAMUSHUGAA	PALM SUGAR
NOOKONTESUTO	NO CONTEST
TOONKONTOROORU	TONE CONTROL
FAITOMANEE	FIGHT MONEY
KURUUZUKONTOROORU	CRUISE CONTROL
UURIINAIRON	WOOLLY NYLON
BYUUTIISAIKURU	BEAUTY CYCLE
MIITOXUU	ME TOO
KOORUDOBIIFU	COLD BEEF
SAAMARURIKABARII	THERMAL RECOVERY
SUKURIINPUROSESU	SCREEN PROCESS
BIRUBUROOKAA	BILL BROKER
MODERUKOOSU	MODEL COURSE
GIFUTOKUUPON	GIFT COUPON
KONKURIITOPAIRU	CONCRETE PILE
TOPPUSUTAA	TOP STAR
MODANBOOI	MODERN BOY
SENTAATEEBURU	CENTER TABLE
SUTAGGUPAATII	STAG PARTY
TAAMINARUBIRU	TERMINAL BUILDING
SAPAAKURABU	SUPPER CLUB
KATTOANDOSOON	CUT AND SEWN
OOPUNGEEMU	OPEN GAME
TESUTOMAAKETINGU	TEST MARKETING
SURIIPIISU	THREE PIECE
SAIDOTEERU	SIDE TAIL
PURAIBASHIIPORISHII	PRIVACY POLICY
RIIDOONRII	READ ONLY
DOABIIMU	DOOR BEAM
BARUMITSUVAA	BAR MITZVAH
BAACHIKARUMAAKETINGU	VERTICAL MARKETING
KAABUFOROA	CURVE FOLLOWER
EDAMUCHIIZU	EDAM CHEESE
GASUTEEBURU	GAS TABLE
JENDAABARANSU	GENDER BALANCE
JANKUAKUSESARII	JUNK ACCESSORY
MEMORIRIIKU	MEMORY LEAK
SAMAAKOOTO	SUMMER COAT
BURAIDARUMAAKETTO	BRIDAL MARKET
FURAWAAARENJIMENTO	FLOWER ARRANGEMENT
TON'NERUDAIOODO	TUNNEL DIODE
HANGUGURAIDAA	HANG GLIDER
SHEEPUAPPU	SHAPE UP
TAAMINARUSUTEESHON	TERMINAL STATION
WAARUDOGEEMUZU	WORLD GAMES
FINSUTABIRAIZAA	FIN STABILIZER
ABEREEJIGORUFAA	AVERAGE GOLFER
BAKKUCHAAJI	BACK CHARGE
CHEENMEERU	CHAIN MAIL
TORIPPUMEETAA	TRIP METER
PANTIISUTOKKINGU	PANTY STOCKING
PAASONARUSERINGU	PERSONAL SELLING
SUKURIINSEEBAA	SCREEN SAVER
BOJOREENUUVOO	BEAUJOLAIS NOUVEAU
SHIIRANPURI	SEA LAMPREY
GOORUDENGOORU	GOLDEN GOAL
NYUURIARIZUMU	NEW REALISM
RANDAMUUOOKU	RANDOM WALK
DOGIIBAGGU	DOGGIE BAG
BURAKKUYUUMOA	BLACK HUMOR
AISUBAAN	ICY BAHN
RANDINGUZOON	LANDING ZONE
ROOZUHIPPU	ROSE HIP
KOORUDOTAIPU	COLD TYPE
HANDOROOSHON	HAND LOTION
TOOTARUKOSUTO	TOTAL COST
BOKKUSUKOOTO	BOX COAT
ERAASHIGUNARU	ERROR SIGNAL
PATOROORURAITO	PATROL LIGHT
SAFARIKOOTO	SAFARI COAT
KUKKINGUKAADO	COOKING CARD
MOJURAKEEBURU	MODULAR CABLE
ESUKYUUERUSAABA	SQL SERVER
DAINAMIKKURUUTO	DYNAMIC ROUTE
SETTOAPPAA	SET UPPER
RAN'NINGUHOOMURAN	RUNNING HOME RUN
FUROOZUNFUUDO	FROZEN FOOD
MAIKUROHIITOPAIPU	MICRO HEAT PIPE
TAIMINGUCHAATO	TIMING CHART
CHAARUZUBABEIJI	CHARLES BABBAGE
AAMURESURINGU	ARM WRESTLING
IMEEJIFAIRU	IMAGE FILE
SHIISUSHIRUETTO	SHEATH SILHOUETTE
HAISUPIIDOSUCHIIRU	HIGH-SPEED STEEL
NEEMUVARYUU	NAME VALUE
HAIBUTSUURU	HIVE TOOL
HOOMUYUUZA	HOME USER
PAPIIMIRU	PUPPY MILL
GURIDDOKONPYUUTINGU	GRID COMPUTING
EBAAONWAADO	EVER ONWARD
NOOHAU	KNOW HOW
OFISUCHEAA	OFFICE CHAIR
RAIFUWAAKU	LIFE WORK
EKIZOOSUTOPAIPU	EXHAUST PIPE
SUKYUUBADAIBINGU	SCUBA DIVING
FURIIMAAKETTO	FLEA MARKET
MAIKUROFUROPPII	MICRO FLOPPY
BATTINGUSENTAA	BATTING CENTER
SHIIRASUROJIKKU	CIRRUS LOGIC
KAREESHICHUU	CURRY STEW
OFISUPAAKU	OFFICE PARK
BAIYASUTEEPU	BIAS TAPE
BIDEOSAABA	VIDEO SERVER
MEJAAKAPPU	MEASURE CUP
AISUKURIIMUSOODA	ICE CREAM SODA
BAIPOORAATORANJISUTAA	BIPOLAR TRANSISTOR
SAMAASEETAA	SUMMER SWEATER
TAIYAROORAA	TIRE ROLLER
KAADOSHISUTEMU	CARD SYSTEM
RIIDINGUJOKKII	LEADING JOCKEY
BATONTOWAARAA	BATON TWIRLER
REGYURAAGASORIN	REGULAR GASOLINE
BURUUMANDEE	BLUE MONDAY
PUROKISHISAABAA	PROXY SERVER
MOOMENTOMAGUNICHUUDO	MOMENT MAGNITUDE
SHADOOBANKINGU	SHADOW BANKING
KONPYUUTAAATO	COMPUTER ART
SURIIAUTO	THREE OUT
RUUTINGUPUROTOKORU	ROUTING PROTOCOL
DAIREKUTOMEMORIIAKUSESU	DIRECT MEMORY ACCESS
BATAABIINZU	BUTTER BEANS
SUIITOCHOKOREETO	SWEET CHOCOLATE
FANKUSHONKII	FUNCTION KEY
HOOMURUUMU	HOME ROOM
OOBOEDAMOORE	OBOE D'AMORE
MOOTAAGURAIDAA	MOTOR GLIDER
SAABISUTAIPU	SERVICE TYPE
WAAKINGUKAPPURU	WORKING COUPLE
HANMAABIIMU	HAMMER BEAM
SHITIIGAARU	CITY GIRL
FURIIADORESU	FREE ADDRESS
HARIKEENKATORIINA	HURRICANE KATRINA
KAANABIGEESHONSHISUTEMU	CAR NAVIGATION SYSTEM
JUNIABOODO	JUNIOR BOARD
MANGUROOBUMONITAA	MANGROVE MONITOR
NACHURARUKARAA	NATURAL COLOR
FURIITAKKUSU	FREE TAX
KATEEJICHIIZU	COTTAGE CHEESE
AMACHUAOOKESUTORA	AMATEUR ORCHESTRA
KYAPASHITIIBIRUDINGU	CAPACITY BUILDING
KONBEKUSHON'OOBUN	CONVECTION OVEN
OPINIONRIIDAA	OPINION LEADER
ANTIGUABAABUUDA	ANTIGUA BARBUDA
HOSUTOMAZAA	HOST MOTHER
REDIISUSUUTSU	LADY'S SUIT
KURIINHIITAA	CLEAN HEATER
DABURUIIGURU	DOUBLE EAGLE
DOREENCHERII	DRAIN CHERRY
SUTORIITOFAANICHAA	STREET FURNITURE
CHIIPUGABAMENTO	CHEAP GOVERNMENT
MASHIINRANGEEJI	MACHINE LANGUAGE
OOSARINGUPUROGURAMU	AUTHORING PROGRAM
KIIBOODOPASUWAADO	KEYBOARD PASSWORD
NAASARIITEERU	NURSERY TALE
MENYUUAITEMU	MENU ITEM
EABURIIJINGUENJIN	AIR BREATHING ENGINE
SAIDOWAAKU	SIDE WORK
KUURIESAABISU	COURIER SERVICE
KARAMERUSOOSU	CARAMEL SAUCE
SAABAASAIDO	SERVER SIDE
SEMANTIKKUERAA	SEMANTIC ERROR
UINZAACHEA	WINDSOR CHAIR
NAASUSUTEESHON	NURSE STATION
SEKANDOBEESU	SECOND BASE
DOKUTAAHARASUMENTO	DOCTOR HARASSMENT
KYABAREEKURABU	CABARET CLUB
KOORUBUROOKAA	CALL BROKER
PURIZAABUDOFURAWAA	PRESERVED FLOWER
KUUPONREETO	COUPON RATE
PUROGURAMINGUINTAAFEISU	PROGRAMMING INTERFACE
BIDEOOOBAAREI	VIDEO OVERLAY
OOBAASUKIRU	OVER SKILL
GURAMAASUKUURU	GRAMMAR SCHOOL
RAPPUKOOTO	WRAP COAT
ROORINGUPIN	ROLLING PIN
KYAPUCHABOODO	CAPTURE BOARD
KIIBOODOENHANSA	KEYBOARD ENHANCER
TOREENINGUPANTSU	TRAINING PANTS
ENTORANSUHOORU	ENTRANCE HALL
ROOKARUFAIRU	LOCAL FILE
RAITOYUUZAA	LIGHT USER
TOOKUNBASU	TOKEN BUS
INKUKAATORIJJI	INK CARTRIDGE
KYASUTAAOIRU	CASTOR OIL
BEESUJANPINGU	BASE JUMPING
NEIVIIBURUU	NAVY BLUE
SERUFUPUREJAA	SELF PLEASURE
ANAROGUDEETA	ANALOG DATA
BURAKKUSHIIDO	BLACK SEED
RIMOOTOROGUIN	REMOTE LOGIN
NYUUSHINGURU	NEW SINGLE
PIIKUSERUREETO	PEAK CELL RATE
OORUJAPAN	ALL JAPAN
SAKKAABOORU	SOCCER BALL
AKUAOORA	AQUA AURA
DAIAMONDORUUSU	DIAMOND LOOSE
FURAITOKONTOROORU	FLIGHT CONTROL
TAIMUSHIITO	TIME SHEET
MINIKOMYUNIKEESHON	MINI COMMUNICATION
AKUSHONSUTAA	ACTION STAR
SAIBAASEKYURITI	CYBER SECURITY
ACHIIVUMENTOTESUTO	ACHIEVEMENT TEST
FAASUTOKURASU	FIRST CLASS
FOORUTOTORERANSU	FAULT TOLERANCE
HAABUSUPAISU	HERB SPICE
FURIIRAIFURU	FREE RIFLE
KUREDIBIRITIIGYAPPU	CREDIBILITY GAP
SHISUTEMUAPUROOCHI	SYSTEM APPROACH
BEDDOMEEKINGU	BED MAKING
AAGARUCHEKKU	ARGYLE CHECK
TAABOJETTOENJIN	TURBOJET ENGINE
IEROOPURESU	YELLOW PRESS
SUTAAKINGU	STAR KING
KARAAMOODO	COLOR MODE
PUROGURAMUMANEEJA	PROGRAM MANAGER
NONSUTOARITEERINGU	NON STORE RETAILING
KOORUDOFORUTO	COLD FAULT
OORUDOEKONOMII	OLD ECONOMY
RISUTOPUROOKAA	LIST BROKER
AFIRIEITOSAABISU	AFFILIATE SERVICE
DAAKUENERUGII	DARK ENERGY
RAJIOANIMEESHON	RADIO ANIMATION
RIMUUBABURUHAADODISUKUDORAIBU	REMOVABLE HARD DRIVE
HOOSUAUTO	FORCE OUT
AFUTAAFOROO	AFTER FOLLOW
HOOMUANDOAWEE	HOME AND AWAY
SHOKKUABUSOOBA	SHOCK ABSORBER
PAWAAAPPU	POWER UP
KARUSHIUMUBATTERII	CALCIUM BATTERY
KOONARINGURANPU	CORNERING LAMP
RESUKYUUDAIBAA	RESCUE DIVER
TEEBURUKABAA	TABLE COVER
CHIAGAARU	CHEER GIRL
KUXORITIIOBURAIFU	QUALITY OF LIFE
FURIIRAJIKARU	FREE RADICAL
SOOSUBOOTO	SAUCE BOAT
KOORUANDORESUPONSU	CALL AND RESPONSE
INSUTORAKUSHONSETTOAAKITEKUCHA	INSTRUCTION SET ARCHITECTURE
DARUESUSARAAMU	DAR ES SALAAM
FURASSHUMEMORII	FLASH MEMORY
CHOKOREETOFONDEXYU	CHOCOLATE FONDUE
SAKKUSUBURUU	SAXE BLUE
SUTADIREPOOTO	STUDY REPORT
SOFUTOWEASUKUROORU	SOFTWARE SCROLL
PAPURIKAPAUDAA	PAPRIKA POWDER
BARUMITSUBAA	BAR MITZVAH
KOORUPIKKU	COAL PICK
PAAKUANDORAIDO	PARK AND RIDE
WOOTAASUPANIERU	WATER SPANIEL
CHIIFUEGUZEKUTIBU	CHIEF EXECUTIVE
SUTORIITOBYUU	STREET VIEW
HOOMUSUTEEJINGU	HOME STAGING
TOPPUMENYUU	TOP MENU
SAIBAATERO	CYBER TERROR
AKAUNTOMANEEJA	ACCOUNT MANAGER
MATORIKUSUSUICCHAA	MATRIX SWITCHER
HAPPIIENDO	HAPPY END
REACHIIZUKEEKI	RARE CHEESECAKE
MARIJJIKAUNSERAA	MARRIAGE COUNSELOR
MIRAASAABA	MIRROR SERVER
KOSUTOPAASAUSUZANDO	COST PER THOUSAND
PASUWAADOENTORI	PASSWORD ENTRY
RANDOPIIPURU	LAND PEOPLE
MATTOKARAA	MATTE COLOR
REDIIMEIDO	READY MADE
BIIMURAIDAA	BEAM RIDER
ROOKARURUUTA	LOCAL ROUTER
SHIRUBAAMAAKETTO	SILVER MARKET
KOOSUOBUSUTADII	COURSE OF STUDY
BOKKUSUSHIITSU	BOX SHEETS
DORAISUUTSU	DRY SUITS
BOROONYASOOSEEJI	BOLOGNA SAUSAGE
APURIKEESHONFOOMATTO	APPLICATION FORMAT
YUNIBAASARUSAABISU	UNIVERSAL SERVICE
SHIITOPAIRU	SHEET PILE
SEMISUIITO	SEMI SUITE
BOORUGEEMU	BALL GAME
FAIRUAROKEESHONTEEBURU	FILE ALLOCATION TABLE
BURAKKUMANEE	BLACK MONEY
KOOTODEXYUROONU	COTES DU RHONE
NOOTAI	NO TIE
AMERIKAARIGEETAA	AMERICA ALLIGATOR
HOOMUGEEMU	HOME GAME
INFIIRUDOFURAI	INFIELD FLY
KURAUDOKONPYUUTINGU	CLOUD COMPUTING
KIIDISUKU	KEY DISK
DOOTAAKAADO	DAUGHTER CARD
ROORUSANDO	ROLL SAND
KONSOORUPUROGURAMU	CONSOLE PROGRAM
